Program: axion
False Negatives: 929
org/axiondb/tools/Console.cleanUp:()V,20,org/axiondb/jdbc/BaseAxionStatement.close:()V
org/axiondb/jdbc/AxionStatement.execute:(Ljava/lang/String;)Z,95,org/axiondb/jdbc/BaseAxionStatement.getAxionConnection:()Lorg/axiondb/jdbc/AxionConnection;
org/axiondb/jdbc/AxionStatement.execute:(Ljava/lang/String;)Z,91,org/axiondb/jdbc/BaseAxionStatement.setCurrentResult:(ZLorg/axiondb/AxionCommand;)V
org/axiondb/jdbc/BaseAxionStatement.setCurrentResult:(ZLorg/axiondb/AxionCommand;)V,14,org/axiondb/jdbc/BaseAxionStatement.setCurrentResultSet:(Lorg/axiondb/jdbc/AxionResultSet;)V
org/axiondb/engine/DiskTable.applyInserts:(Ljava/util/Iterator;)V,40,java/io/DataOutputStream.<init>:(Ljava/io/OutputStream;)V
java/lang/String.valueOf:(Ljava/lang/Object;)Ljava/lang/String;,10,org/axiondb/types/ShortType.toString:()Ljava/lang/String;
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,176,org/axiondb/types/ShortType.accepts:(Ljava/lang/Object;)Z
org/axiondb/RowDecorator.get:(Lorg/axiondb/ColumnIdentifier;)Ljava/lang/Object;,27,org/axiondb/types/ShortType.convert:(Ljava/lang/Object;)Ljava/lang/Object;
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,291,org/axiondb/types/ShortType.convert:(Ljava/lang/Object;)Ljava/lang/Object;
org/axiondb/engine/BaseDiskTable.writeIntFile:(Ljava/lang/String;Lorg/apache/commons/collections/primitives/IntList;)V,58,java/io/DataOutputStream.flush:()V
org/axiondb/engine/BaseDiskTable.writeLongFile:(Ljava/lang/String;Lorg/apache/commons/collections/primitives/LongList;)V,58,java/io/DataOutputStream.flush:()V
org/axiondb/engine/DiskTable.applyInserts:(Ljava/util/Iterator;)V,214,java/io/DataOutputStream.flush:()V
org/axiondb/engine/DiskTable.applyInserts:(Ljava/util/Iterator;)V,133,org/axiondb/types/ShortType.write:(Ljava/lang/Object;Ljava/io/DataOutput;)V
org/axiondb/jdbc/AxionStatement.execute:(Ljava/lang/String;)Z,6,org/axiondb/jdbc/BaseAxionStatement.parseCommand:(Ljava/lang/String;)Lorg/axiondb/AxionCommand;
org/axiondb/engine/commands/SelectCommand.generateOrderChain:(Ljava/util/Map;)Lorg/apache/commons/collections/comparators/ComparatorChain;,50,org/axiondb/RowComparator.<init>:(Lorg/axiondb/Selectable;Lorg/axiondb/RowDecorator;)V
org/apache/commons/collections/comparators/ComparatorChain.compare:(Ljava/lang/Object;Ljava/lang/Object;)I,47,org/axiondb/RowComparator.compare:(Ljava/lang/Object;Ljava/lang/Object;)I
org/axiondb/RowComparator.compare:(Ljava/lang/Object;Ljava/lang/Object;)I,2,org/axiondb/RowComparator.evaluate:(Ljava/lang/Object;)Ljava/lang/Object;
org/axiondb/RowComparator.compare:(Ljava/lang/Object;Ljava/lang/Object;)I,8,org/axiondb/RowComparator.evaluate:(Ljava/lang/Object;)Ljava/lang/Object;
org/axiondb/engine/TransactableTableImpl.getMatchingRows:(Ljava/util/List;Ljava/util/List;)Lorg/axiondb/RowIterator;,128,java/util/Collections$UnmodifiableCollection$1.hasNext:()Z
org/axiondb/engine/rowiterators/DistinctRowIterator.<init>:(Lorg/axiondb/RowIterator;Ljava/util/Map;[Lorg/axiondb/Selectable;)V,26,org/axiondb/RowDecorator.<init>:(Ljava/util/Map;)V
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,718,org/axiondb/RowDecorator.<init>:(Ljava/util/Map;)V
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,841,org/axiondb/RowDecorator.<init>:(Ljava/util/Map;)V
org/axiondb/engine/commands/SelectCommand.generateOrderChain:(Ljava/util/Map;)Lorg/apache/commons/collections/comparators/ComparatorChain;,47,org/axiondb/RowDecorator.<init>:(Ljava/util/Map;)V
org/axiondb/engine/commands/UpdateCommand.executeUpdate:(Lorg/axiondb/Database;)I,150,org/axiondb/RowDecorator.<init>:(Ljava/util/Map;)V
org/axiondb/engine/commands/UpdateCommand.executeUpdate:(Lorg/axiondb/Database;)I,167,org/axiondb/RowDecorator.<init>:(Ljava/util/Map;)V
org/axiondb/engine/commands/CheckFileStateCommand.createSuccessResultSet:()Lorg/axiondb/jdbc/AxionResultSet;,32,org/axiondb/RowDecorator.<init>:(Ljava/util/Map;)V
org/axiondb/engine/TransactableTableImpl.getMatchingRows:(Ljava/util/List;Ljava/util/List;)Lorg/axiondb/RowIterator;,59,java/util/Collections$UnmodifiableCollection$1.next:()Ljava/lang/Object;
org/axiondb/constraints/NotNullConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,24,org/axiondb/RowDecorator.setRow:(Lorg/axiondb/Row;)V
org/axiondb/constraints/CheckConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,24,org/axiondb/RowDecorator.setRow:(Lorg/axiondb/Row;)V
org/axiondb/constraints/PrimaryKeyConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,24,org/axiondb/RowDecorator.setRow:(Lorg/axiondb/Row;)V
org/axiondb/constraints/UniqueConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,25,org/axiondb/RowDecorator.setRow:(Lorg/axiondb/Row;)V
org/axiondb/ColumnIdentifier.evaluate:(Lorg/axiondb/RowDecorator;)Ljava/lang/Object;,17,org/axiondb/RowDecorator.get:(Lorg/axiondb/ColumnIdentifier;)Ljava/lang/Object;
org/axiondb/RowDecorator.get:(Lorg/axiondb/ColumnIdentifier;)Ljava/lang/Object;,6,org/axiondb/RowDecorator.getFieldIndex:(Lorg/axiondb/Selectable;)I
org/axiondb/engine/TransactionManagerImpl.commitTransaction:(Lorg/axiondb/Transaction;)V,139,java/util/ArrayList$SubList.iterator:()Ljava/util/Iterator;
org/axiondb/engine/TransactableTableImpl.checkConstraints:(Lorg/axiondb/event/RowEvent;Z)V,21,org/axiondb/constraints/BaseConstraint.isDeferred:()Z
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,586,java/lang/Integer.<init>:(I)V
org/axiondb/engine/commands/UpdateCommand.executeUpdate:(Lorg/axiondb/Database;)I,100,java/lang/Integer.<init>:(I)V
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,260,java/lang/Integer.intValue:()I
org/axiondb/types/BaseDataType.toString:(Ljava/lang/Object;)Ljava/lang/String;,13,java/lang/Integer.toString:()Ljava/lang/String;
org/axiondb/engine/AxionColumnsMetaTableUpdater.tableDropped:(Lorg/axiondb/event/DatabaseModifiedEvent;)V,18,org/axiondb/engine/TransactableTableImpl.getName:()Ljava/lang/String;
org/axiondb/engine/SnapshotIsolationTransaction.rowInserted:(Lorg/axiondb/event/RowEvent;)V,8,org/axiondb/engine/TransactableTableImpl.getName:()Ljava/lang/String;
org/axiondb/engine/SnapshotIsolationTransaction.rowDeleted:(Lorg/axiondb/event/RowEvent;)V,8,org/axiondb/engine/TransactableTableImpl.getName:()Ljava/lang/String;
org/axiondb/engine/AxionTablesMetaTableUpdater.tableDropped:(Lorg/axiondb/event/DatabaseModifiedEvent;)V,18,org/axiondb/engine/TransactableTableImpl.getName:()Ljava/lang/String;
org/axiondb/engine/TransactableTableImpl.getMatchingRows:(Ljava/util/List;Ljava/util/List;)Lorg/axiondb/RowIterator;,146,org/axiondb/engine/TransactableTableImpl.makeRowDecorator:()Lorg/axiondb/RowDecorator;
org/axiondb/constraints/NotNullConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,16,org/axiondb/engine/TransactableTableImpl.makeRowDecorator:()Lorg/axiondb/RowDecorator;
org/axiondb/constraints/CheckConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,16,org/axiondb/engine/TransactableTableImpl.makeRowDecorator:()Lorg/axiondb/RowDecorator;
org/axiondb/constraints/PrimaryKeyConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,16,org/axiondb/engine/TransactableTableImpl.makeRowDecorator:()Lorg/axiondb/RowDecorator;
org/axiondb/constraints/UniqueConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,14,org/axiondb/engine/TransactableTableImpl.makeRowDecorator:()Lorg/axiondb/RowDecorator;
org/axiondb/engine/TransactableTableImpl.addConstraint:(Lorg/axiondb/Constraint;)V,5,org/axiondb/engine/TransactableTableImpl.addConstraint:(Lorg/axiondb/Constraint;)V
org/axiondb/engine/TransactableTableImpl.checkConstraints:(Lorg/axiondb/event/RowEvent;Z)V,1,org/axiondb/engine/TransactableTableImpl.getConstraints:()Ljava/util/Iterator;
org/axiondb/engine/TransactableTableImpl.addIndex:(Lorg/axiondb/Index;)V,5,org/axiondb/engine/TransactableTableImpl.addIndex:(Lorg/axiondb/Index;)V
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,180,org/axiondb/engine/TransactableTableImpl.getIndexForColumn:(Lorg/axiondb/Column;)Lorg/axiondb/Index;
org/axiondb/engine/commands/SelectCommand.processTable:(Lorg/axiondb/TableIdentifier;Lorg/axiondb/Database;Lorg/axiondb/ColumnIdentifier;I)Lorg/axiondb/RowIterator;,38,org/axiondb/engine/TransactableTableImpl.getIndexForColumn:(Lorg/axiondb/Column;)Lorg/axiondb/Index;
org/axiondb/engine/AxionColumnsMetaTableUpdater.tableAdded:(Lorg/axiondb/event/DatabaseModifiedEvent;)V,10,org/axiondb/engine/TransactableTableImpl.getColumn:(I)Lorg/axiondb/Column;
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,175,org/axiondb/engine/TransactableTableImpl.getColumn:(Ljava/lang/String;)Lorg/axiondb/Column;
org/axiondb/engine/commands/SelectCommand.processTable:(Lorg/axiondb/TableIdentifier;Lorg/axiondb/Database;Lorg/axiondb/ColumnIdentifier;I)Lorg/axiondb/RowIterator;,33,org/axiondb/engine/TransactableTableImpl.getColumn:(Ljava/lang/String;)Lorg/axiondb/Column;
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,162,org/axiondb/engine/TransactableTableImpl.getColumn:(Ljava/lang/String;)Lorg/axiondb/Column;
org/axiondb/engine/TransactableTableImpl.getColumnIndex:(Ljava/lang/String;)I,5,org/axiondb/engine/TransactableTableImpl.getColumnIndex:(Ljava/lang/String;)I
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,342,org/axiondb/engine/TransactableTableImpl.getColumnIndex:(Ljava/lang/String;)I
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,305,org/axiondb/engine/TransactableTableImpl.getColumnIndex:(Ljava/lang/String;)I
org/axiondb/engine/commands/SelectCommand.generateSelectArrayForResultSet:(Lorg/axiondb/Database;)[Lorg/axiondb/Selectable;,92,org/axiondb/engine/TransactableTableImpl.getColumnIdentifiers:()Ljava/util/Iterator;
org/axiondb/engine/commands/UpdateCommand.executeUpdate:(Lorg/axiondb/Database;)I,73,org/axiondb/engine/TransactableTableImpl.getColumnIdentifiers:()Ljava/util/Iterator;
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,91,org/axiondb/engine/TransactableTableImpl.getColumnIdentifiers:()Ljava/util/Iterator;
org/axiondb/engine/AxionColumnsMetaTableUpdater.tableAdded:(Lorg/axiondb/event/DatabaseModifiedEvent;)V,53,org/axiondb/engine/TransactableTableImpl.getColumnCount:()I
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,491,org/axiondb/engine/TransactableTableImpl.getColumnCount:()I
org/axiondb/engine/commands/SelectCommand.processTable:(Lorg/axiondb/TableIdentifier;Lorg/axiondb/Database;Lorg/axiondb/ColumnIdentifier;I)Lorg/axiondb/RowIterator;,330,org/axiondb/engine/TransactableTableImpl.getColumnCount:()I
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,66,org/axiondb/engine/TransactableTableImpl.getColumnCount:()I
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,329,org/axiondb/engine/TransactableTableImpl.addRow:(Lorg/axiondb/Row;)V
org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;,40,org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;
org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;,79,org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;
org/axiondb/engine/TransactableTableImpl.getMatchingRows:(Ljava/util/List;Ljava/util/List;)Lorg/axiondb/RowIterator;,142,org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;
org/axiondb/engine/commands/DeleteCommand.executeUpdate:(Lorg/axiondb/Database;)I,77,org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;
org/axiondb/engine/commands/DeleteCommand.executeUpdate:(Lorg/axiondb/Database;)I,101,org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;
org/axiondb/engine/commands/SelectCommand.processTable:(Lorg/axiondb/TableIdentifier;Lorg/axiondb/Database;Lorg/axiondb/ColumnIdentifier;I)Lorg/axiondb/RowIterator;,212,org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;
org/axiondb/engine/commands/UpdateCommand.executeUpdate:(Lorg/axiondb/Database;)I,124,org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;
org/axiondb/constraints/UniqueConstraint.evaluate:(Lorg/axiondb/event/RowEvent;)Z,108,org/axiondb/engine/TransactableTableImpl.getMatchingRows:(Ljava/util/List;Ljava/util/List;)Lorg/axiondb/RowIterator;
org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;,25,org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;
