NPE_INV,edu.columbia.stat.wood.pub.sequencememoizer.util.IntSequence.shorten(Ledu/columbia/stat/wood/pub/sequencememoizer/util/MutableLong;)V,edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant.removeFromTree(Ledu/columbia/stat/wood/pub/sequencememoizer/util/MutableLong;)V
NPE_INV,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.deleteRandomRestaurant()V,edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant.removeFromTreeAndEdgeNode(Ledu/columbia/stat/wood/pub/sequencememoizer/util/MutableLong;)V
NPE_INV,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant.get(I)Ljava/lang/Object;
NPE_INV,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant.isEmpty()Z
NPE_INV,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant.incrementLeafNodeCount()V
NPE_INV,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,edu.columbia.stat.wood.pub.sequencememoizer.util.IntRestaurant.put(ILjava/lang/Object;)Ljava/lang/Object;
NPE_GET,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant.edgeNode Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntSequence$IntSeqNode
NPE_GET,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant.edgeStart I
NPE_GET,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant.edgeLength I
NPE_GET,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant.edgeLength I
NPE_GET,edu.columbia.stat.wood.pub.sequencememoizer.IntSequenceMemoizer.getWithInsertion()Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant;,Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntRestaurant.edgeNode Ledu/columbia/stat/wood/pub/sequencememoizer/util/IntSequence$IntSeqNode
